88	1	100	8.622075	5.643932	-1.946617	-7.367133
89	2	58	-2.728686	-0.294388	6.980962	6.274868
89	2	42	4.060817	2.150427	6.138124	5.450001
90	1	100	-1.541752	2.655502	6.561081	3.089159
91	2	74	-1.060786	2.800105	8.396099	4.127000
91	2	26	5.468822	4.340431	4.993785	-2.853081
92	2	25	5.998897	2.879071	1.711478	-3.846948
92	2	75	-5.796671	-1.505821	7.173649	8.309431
93	1	100	6.306205	5.415549	-4.714444	-7.292521
94	2	49	-2.148813	2.249471	6.461141	5.062591
94	2	51	6.155870	4.411775	-0.281879	-5.481511
95	2	46	-1.077350	-2.720385	6.446697	7.147510
95	2	54	6.681259	2.738022	0.225221	0.946040
96	2	35	6.455416	4.272763	-5.347416	-7.826107
96	2	65	-5.100251	0.196602	5.854878	5.337078
97	1	100	0.395604	5.076647	5.079340	2.238622
98	1	100	-7.233354	-1.372397	5.612534	6.770669
99	1	100	-3.885103	0.922724	5.297000	8.012758
100	2	60	-2.730195	0.526124	6.209218	6.411888
100	2	40	5.824109	3.642852	3.037871	0.763080
